nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel,positivo_clean,negativo_clean
meliá valencia,estados unidos,habitación meliá con 1 cama extragrande,2,pareja,OK. no comas en el restaurante,baño,Reservamos el tipo de habitación con ventanas altas. pero nos asignaron una habitación con ventana corta y pagamos extra porque la comida del restaurante no es nada buena.,7.0,2023-05-01,fabuloso,baño,reservar tipo ventana alto asignar ventana corto pagar extra comida restaurante buen
meliá valencia,alemania,habitación meliá con 1 cama extragrande,1,persona que viaja sola,BIEN,alojamiento,"a tiempos cortos para usar la piscina. Las 18h es demasiado temprano después de un día de trabajo. La piscina y el spa fueron el motivo para reservar. Ni siquiera estaba en voz alta para usar el spa sin pagar extra por un masaje, eso no me gusta. Así que no hay spa ni piscina para mí. La habitación y el ambiente en el hotel eran muy agradables.",7.0,2023-04-28,fabuloso,,tiempo corto piscina 18h trabajo piscina spa motivo reservar siquiera voz alto spa pagar extra masaje gustar spa piscina ambiente agradable
meliá valencia,reino unido,habitación meliá,5,familia,viaje brillante,camas muy cómodas y muy buen desayuno,un poco lejos del centro de la ciudad,9.0,2023-09-05,fabuloso,cama cómodo desayuno,lejos centro ciudad
meliá valencia,bélgica,habitación meliá,2,familia,"Gran hotel con muchas instalaciones, en una zona con muchos restaurantes y tiendas.","amplio y extenso desayuno buffet con todos los adornos. Hermosa habitación con amplio baño y opción de room service. La piscina es un valor añadido, lamentablemente el bar de la piscina no estuvo abierto del 12 al 14 de abril.",¡Todo está bien!,10.0,2026-04-16,fabuloso,amplio extenso desayuno buffet adorno hermoso amplio baño opción room service piscina valor añadido lamentablemente bar piscina abierto abril,
meliá valencia,suiza,suite junior supreme the level,7,familia,muy bien,La habitación era muy espaciosa. Servicios de nivel junior suite en el piso 26 para huéspedes.,La piscina cubierta no es accesible para niños menores de 16 años.,8.0,2026-04-12,fabuloso,espaciós servicio nivel junior suitir piso huésped,piscina cubierto accesible niño menor año
meliá valencia,francia,suite junior,6,pareja,arriba,Todo,Nada,8.0,2026-04-12,fabuloso,,
meliá valencia,países bajos,habitación supreme con vistas,4,familia,"Gran hotel, ¡pero tenga en cuenta la ubicación adicional!",hotel limpio con un aspecto moderno. Desayuno bueno pero concurrido. Alquiler de bicicletas desde el hotel.,Ubicado un poco más lejos de todos los puntos destacados que la ciudad tiene para ofrecer. piscina que está a la sombra la mayor parte de la tarde.  en primavera y menos aún que hay perros sueltos y ladrando en el vestíbulo. que las mascotas están bien. pero las personas que se alojan allí y no tienen mascotas no tienen que preocuparse por eso.,8.0,2026-04-07,fabuloso,limpio aspecto moderno desayuno concurrido alquiler bicicleta,ubicado más lejos punto destacado ciudad ofrecer piscinar sombra primavera perro suelto ladrar vestíbulo mascota persona alojar mascota preocupar él
meliá valencia,alemania,habitación supreme,3,familia,fantástico,buenos servicios.,multitud en el desayuno,9.0,2026-04-06,fabuloso,buen servicio,multitud desayuno
meliá valencia,españa,habitación supreme con vistas,2,grupo,hotel agradable con habitaciones muy amplias,"personal simpático y eficiente, habitación muy ancha y con vistas geniales. se ve el mar",el cuarto de bany feia una mica de mala olor,9.0,2026-04-05,fabuloso,personal simpático eficiente ancho vistas genial mar,cuarto bany feiar mica mala olor
meliá valencia,italia,alojamiento the level supreme,2,grupo,excepcional,"Excelente desayuno, espléndida vista, habitación amplia y luminosa. Laura superior cálida bienvenida, excelente servicio.",todo perfecto nada negativo,10.0,2026-04-02,fabuloso,excelente desayuno espléndida visto amplio luminoso laura superior cálido bienvenido excelente servicio,perfecto negativo
meliá valencia,alemania,habitación meliá con 1 cama extragrande,3,pareja,todo lo que necesitas,- personal muy amable y servicial - desayuno - terraza junto a la piscina - habitaciones grandes y espaciosas - vista - limpio y ordenado - muchos restaurantes a poca distancia - estación Valenbici justo en frente del hotel,- spa y bienestar por un cargo adicional - a poca distancia del centro,8.0,2026-03-18,fabuloso,personal amable servicial desayuno terrazar piscina habitación espaciosa visto limpio ordenado restaurante distancia estación valenbici justo frente,spa bienestar cargo adicional distancia centro
meliá valencia,países bajos,habitación meliá,2,persona que viaja sola,.,,,10.0,2026-03-11,fabuloso,,
meliá valencia,españa,habitación meliá,1,persona que viaja sola,excelente,habitaciones grandes y muy cómodas. desayuno muy bueno y variado. personal atento y amable,ascensor con vistas. mujer vértigo,9.0,2026-03-08,fabuloso,habitación cómodo desayuno variado personal atento amable,ascensor vistas mujer vértigo
meliá valencia,italia,habitación meliá con 1 cama extragrande,3,grupo,"agradable, cómodo: ¡definitivamente regresaremos!","Excelente desayuno y vistas, no hay bidé, pero en España esto no siempre es común.",,8.0,2026-03-02,fabuloso,excelente desayuno vistas bidé españa común,
meliá valencia,países bajos,habitación meliá con vistas - 2 camas individuales,1,persona que viaja sola,sin explicación,todo lo relacionado con ingreso hospitalario imed familia,,9.0,2026-02-28,fabuloso,relacionado ingreso hospitalario imed familia,
meliá valencia,alemania,habitación meliá,1,familia,excepcional,todo,estábamos perfectamente felices,10.0,2026-02-28,fabuloso,,estár perfectamente feliz
meliá valencia,países bajos,suite junior,4,familia,disfruté,el desayuno era muy completo y bueno y las habitaciones eran geniales!,pago por el spa,9.0,2026-02-28,fabuloso,desayuno completo habitación genial,pago spa
meliá valencia,suiza,habitación supreme,6,familia,fantástico,Está bien,"El spa es parte del hotel, por lo que hay que pagar para acceder y esto no está escrito en los parámetros debido a la desaprobación.",9.0,2026-02-23,fabuloso,,spa pagar acceder escrito parámetro desaprobación
meliá valencia,alemania,suite junior supreme the level,3,pareja,excepcional,el alojamiento fue perfecto. Las habitaciones del nivel eran geniales. El desayuno fue uno de los mejores que he probado en un hotel urbano.,,10.0,2026-02-20,fabuloso,perfecto habitación nivel genial desayuno mejor probar urbano,
meliá valencia,suiza,habitación meliá,4,pareja,muy bien,"la vista era hermosa, la ducha también para que los productos",desayuno demasiado caro,8.0,2026-02-20,fabuloso,vista hermoso ducha producto,desayuno caro
meliá valencia,países bajos,habitación meliá con 1 cama extragrande,2,pareja,bonito hotel en valencia,"habitación súper amplia y tranquila, higiene perfecta, baño súper grande, lindo bar de cócteles, cerca de transporte público,","Buen desayuno, pero no excelente por este precio, uso completo del gimnasio desafortunadamente solo después de un pago adicional.",9.0,2026-02-13,fabuloso,súper amplio tranquila higienir perfecto baño súper lindo bar cóctel cerca transporte público,desayuno excelente precio completo gimnasio desafortunadamente pago adicional
meliá valencia,españa,habitación meliá con 1 cama extragrande,1,familia,excepcional,personal muy amable y atento. instalaciones limpias y en buen estado.,el suplemento de la mascota exagerado.,10.0,2026-02-10,fabuloso,personal amable atento instalación limpio,suplemento mascota exagerado
meliá valencia,países bajos,habitación meliá,3,grupo,excepcional,manos formando un corazón,manos levantadas celebrando,10.0,2026-01-24,fabuloso,mano formar corazón,mano levantado celebrar
meliá valencia,países bajos,habitación meliá,1,pareja,"Buen hotel y grande, con muchas comodidades.",habitación grande y buena cama.,,8.0,2026-01-22,fabuloso,buen cama,
meliá valencia,alemania,habitación meliá con vistas - 1 cama extragrande,1,pareja,Estaremos encantados de volver en cualquier momento.,"habitaciones muy grandes, gran vista",nada,10.0,2026-01-22,fabuloso,habitación vista,
meliá valencia,francia,alojamiento the level supreme,2,pareja,fin de semana de ocio,"el diseño del hotel, el espacio, el nivel, la ubicación",esperando en los ascensores,9.0,2026-01-13,fabuloso,diseño espacio nivel ubicación,esperar ascensor
meliá valencia,francia,habitación meliá con 1 cama extragrande,1,persona que viaja sola,", .                !",                                     !!!,,10.0,2026-01-10,fabuloso,                                     ,
meliá valencia,países bajos,habitación meliá,7,pareja,excelente,el servicio y atención del personal,no aplicable,10.0,2026-01-10,fabuloso,servicio atención personal,aplicable
meliá valencia,italia,habitación familiar,3,grupo,valencia todo perfecto,"Salón amplio y cómodo, excelente bar, sala limpia, excelentes productos rituales, todo perfecto.",Nada,10.0,2026-01-07,fabuloso,salón amplio cómodo excelente bar sala limpio excelente producto ritual perfecto,
meliá valencia,italia,habitación meliá con 1 cama extragrande,3,pareja,yo volveria,"baño cómodo con ducha y bañera, hermosa vista desde la habitación, ascensores panorámicos, personal muy amable.. la primera noche tuve problemas con demasiado calor en la habitación y me lo resolvieron inmediatamente en recepción, gimnasio grande y bonito, centro accesible en autobús, metro o tranvía.. cogimos el tranvía y fue muy cómodo y rápido. Buen restaurante rápido y en un ambiente agradable, cama cómoda.",Lo ideal es evitar las alfombras.,10.0,2025-12-30,fabuloso,baño cómodo ducha bañera hermoso vista ascensor panorámico personal amable noche tener problema calor resolver inmediatamente recepción gimnasio bonito centro accesible autobús metro tranvía cogimos tranvía cómodo rápido restaurante rápido ambiente agradable cama cómodo,ideal evitar alfombra
meliá valencia,alemania,habitación meliá,1,pareja,Muy buen hotel urbano para una estancia corta.,personal muy amable,No se recomienda comer en restaurantes por la noche. pero también saliste a comer. El bar del sótano es excelente.,10.0,2025-12-28,fabuloso,personal amable,recomendar comer restaurante noche salir comer bar sótano excelente
meliá valencia,francia,habitación meliá,2,pareja,excepcional,parfait,,10.0,2025-12-28,fabuloso,parfait,
meliá valencia,francia,habitación meliá con 1 cama extragrande,1,pareja,comodidad y lujo,"Establecimiento ultramoderno en un complejo de altas torres. Habitación muy espaciosa, lujosa, cama cómoda, cafetera y tranquilidad. muchos restaurantes cerca.",,10.0,2025-12-28,fabuloso,ultramoderno complejo alto torre espaciós lujoso cama cómodo cafetero tranquilidad restaurante cerca,
